Hugo_Symbol	Chromosome
SYT15	10q11.22
SYT16	14q23.2
SYT17	16p12.3
SYTIP2	20
SYTL1	1p36.11
SYTL2	11q14.1
SYTL3	6q25.3
SYTL4	Xq22.1
SYTL5	Xp11.4
SYVN1	11q13.1
SZRD1	1p36.13
SZT2	1p34.2
SZT2-AS1	1p34.2
T3D	
TAAR1	6q23.2
TAAR2	6q23.2
TAAR3P	6q23.2
TAAR4P	6q23.2
TAAR5	6q23.2
TAAR6	6q23.2
TAAR7P	6q23.2
TAAR8	6q23.2
TAAR9	6q23.2
TAB1	22q13.1
TAB2	6q25.1
TAB2-AS1	6q25.1
TAB3	Xp21.2
TAB3-AS1	Xp21.2
TAB3-AS2	Xp21.2
TAB3P1	Yq11.221
TAC1	7q21.3
TAC1R	
TAC2	
TAC2R	
TAC3	12q13.3
TAC4	17q21.33
TACC1	8p11.22
TACC1P1	10p11.21
TACC2	10q26.13
TACC3	4p16.3
TACE	
TACO1	17q23.3
TACR1	2p12
TACR2	10q22.1
TACR3	4q24
TACSTD2	1p32.1
TADA1	1q24.1
TADA2A	17q12
TADA2B	4p16.1
TADA3	3p25.3
TAF1	Xq13.1
TAF1A	1q41
TAF1A-AS1	1q41
TAF1B	2p25.1
TAF1C	16q24.1
TAF1D	11q21
TAF1L	9p21.1
TAF2	8q24.12
TAF3	10p14
TAF3A	
TAF3B	
TAF3C	
TAF3D	
TAF4	20q13.33
TAF4B	18q11.2
TAF5	10q24.33
TAF5L	1q42.13
TAF5LP1	17q12
TAF6	7q22.1
TAF6L	11q12.3
TAF7	5q31.3
TAF7L	Xq22.1
TAF8	6p21.1
TAF9	5q13.2
TAF9B	Xq21.1
TAF9BP1	3p24.2
TAF9BP2	10q25.3
TAF9P1	Yq11.222
TAF9P2	Yq11.222
TAF9P3	19q12
TAF10	11p15.4
TAF11	6p21.31
TAF11L1	5p15.1
TAF11L2	5p15.1
TAF11L3	5p15.1
TAF11L4	5p15.1
TAF11L5	5p15.1
TAF11L6	5p15.1
TAF11L7	5p15.1
TAF11L8	5p15.1
TAF11L9	5p15.1
TAF11L10	5p15.1
TAF11L11	5p15.1
TAF11L12	5p15.1
TAF11L13	5p15.1
TAF11L14	5p15.1
TAF12	1p35.3
TAF13	1p13.3
TAF13P1	6q14.3-q15
TAF13P2	2p13.1
TAF15	17q12
TAFA1	3p14.1
TAFA2	12q14.1
TAFA3	1p13.2
TAFA4	3p14.1
TAFA5	22q13.32
TAGAP	6q25.3
TAGLN	11q23.3
TAGLN2	1q23.2
TAGLN2P1	8q23.1
TAGLN2P2	8p12
TAGLN3	3q13.2
TAK1	
TAL1	1p33
TAL2	9q31.2
TALAM1	11q13.1
TALDO	
TALDO1	11p15.5
TALDO1P1	1p32.3
TAMALIN	12q13.13
TAMALIN-AS1	12q13.13
TAMM41	3p25.2
TAN1	
TANC1	2q24.2
TANC2	17q23.2-q23.3
TANGO2	22q11.21
TANGO6	16q22.1
TANK	2q24.2
TANK-AS1	2q24.2
TAOK1	17q11.2
TAOK2	16p11.2
TAOK3	12q24.23
TAP1	6p21.32
TAP2	6p21.32
TAPA1	
TAPBP	6p21.32
TAPBPL	12p13.31
TAPT1	4p15.32
TAPT1-AS1	4p15.32
TAPVR1	4p13-q11
TARBP1	1q42.2
TARBP2	12q13.13
TARBP2P1	8q22.3
TARDBP	1p36.22
TARDBPP1	20p12.3
TARDBPP2	13q21.2
TARDBPP3	2q37.3
TARDBPP4	8q12.3
TARDBPP5	6q16.3
TARID	6q23.2
TARM1	19q13.42
TARS1	5p13.3
TARS2	1q21.2
TARS2P1	4q28.3
TARS3	15q26.3
TAS1R1	1p36.31
TAS1R2	1p36.13
TAS1R3	1p36.33
TAS2R1	5p15.31
TAS2R2P	7p21.3
TAS2R3	7q34
TAS2R4	7q34
TAS2R5	7q34
TAS2R6P	7q34
TAS2R7	12p13.2
TAS2R8	12p13.2
TAS2R9	12p13.2
TAS2R10	12p13.2
TAS2R12P	12p13.2
TAS2R13	12p13
TAS2R14	12p13.2
TAS2R15P	12p13.2
TAS2R16	7q31.32
TAS2R18P	12p13.2
TAS2R19	12p13.2
TAS2R20	12p13.2
TAS2R22	12 not on reference assembly
TAS2R23	12
TAS2R30	12p13.2
TAS2R31	12p13.2
TAS2R33	12 not on reference assembly
TAS2R36	12 not on reference assembly
TAS2R37	12 not on reference assembly
TAS2R38	7q34
TAS2R39	7q34
TAS2R40	7q34
TAS2R41	7q35
TAS2R42	12p13.2
TAS2R43	12p13.2
TAS2R44	12p13.2
TAS2R45	12 alternate reference locus
TAS2R46	12p13.2
TAS2R47	12p13.2
TAS2R48	12p13.2
TAS2R49	12p13.2
TAS2R50	12p13.2
TAS2R60	7q35
TAS2R62P	7q35
TAS2R63P	12p13.2
TAS2R64P	12p13.2
TAS2R65P	12
TAS2R67P	12p13.2
TAS2R68P	12 alternate reference locus
TASL	Xp21.2
TASOR	3p14.3
TASOR2	10p15.1
TASP1	20p12.1
TAT	16q22.2
TAT-AS1	16q22.2
TATDN1	8q24.13
TATDN1P1	10q21.3
TATDN2	3p25.3
TATDN2P1	Xp11.3
TATDN2P2	6q25.3
TATDN2P3	13q12.12
TATDN3	1q32.3
TAX	
TAX1BP1	7p15.2
TAX1BP1-AS1	7p15.2
TAX1BP2	16q22.1
TAX1BP3	17p13.2
TAZ	Xq28
TBATA	10q22.1
TBC1D1	4p14
TBC1D2	9q22.33
TBC1D2B	15q24.3-q25.1
TBC1D3	17q12
TBC1D3B	17q12
TBC1D3C	17q12
TBC1D3D	17q12
TBC1D3E	17q12
TBC1D3F	17q12
TBC1D3G	17q12
TBC1D3H	17q12
TBC1D3I	17q12
TBC1D3J	17q12
TBC1D3K	17q12
TBC1D3L	17q12
TBC1D3P1	17q23.1
TBC1D3P1-DHX40P1	17q23.1
TBC1D3P2	17q23.2
TBC1D3P3	17p11.2
TBC1D3P4	17p11.2
TBC1D3P5	17q11.2
TBC1D3P6	1p36.13
TBC1D3P7	17q21.2
TBC1D4	13q22.2
TBC1D4-AS1	13q22.2
TBC1D5	3p24.3
TBC1D7	6p24.1
TBC1D8	2q11.2
TBC1D8-AS1	2q11.2
TBC1D8B	Xq22.3
TBC1D9	4q31.21
TBC1D9B	5q35.3
TBC1D10A	22q12.2
TBC1D10B	16p11.2
TBC1D10C	11q13.2
TBC1D12	10q23.33
TBC1D13	9q34.11
TBC1D14	4p16.1
TBC1D15	12q21.1
TBC1D16	17q25.3
TBC1D17	19q13.33
TBC1D19	4p15.2
TBC1D20	20p13
TBC1D21	15q24.1
TBC1D22A	22q13.31
TBC1D22A-AS1	22q13.31
TBC1D22B	6p21.2
TBC1D23	3q12.1-q12.2
TBC1D24	16p13.3
TBC1D25	Xp11.23
TBC1D26	17p12
TBC1D26-AS1	17p12
TBC1D27P	17p11.2
TBC1D28	17p11.2
TBC1D29P	17q11.2
TBC1D30	12q14.3
TBC1D31	8q24.13
TBC1D32	6q22.31
TBCA	5q14.1
TBCAP1	Xp21.1
TBCAP2	1p36.21
TBCAP3	4q23
TBCB	19q13.12
TBCC	6p21.1
TBCCD1	3q27.3
TBCD	17q25.3
TBCE	1q42.3
TBCE-AS1	1q42.3
TBCEL	11q23.3
TBCEL-TECTA	11q23.3
TBCK	4q24
TBG	
TBILA	3q13.2
TBK1	12q14.2
TBKBP1	17q21.32
TBL1X	Xp22.31-p22.2
TBL1XR1	3q26.32
TBL1XR1-AS1	3q26.32
TBL1Y	Yp11.2
TBL1YP1	Yq11.223
TBL2	7q11.23
TBL3	16p13.3
TBP	6q27
TBPL1	6q23.2
TBPL2	14q22.3
TBR1	2q24.2
TBRG1	11q24.2
TBRG4	7p13
TBS	
TBX1	22q11.21
TBX2	17q23.2
TBX2-AS1	17q23.2
TBX3	12q24.21
TBX4	17q23.2
TBX5	12q24.21
TBX5-AS1	12q24.21
TBX6	16p11.2
TBX7	reserved
TBX10	11q13.2
TBX14	reserved
TBX15	1p12
TBX18	6q14.3
TBX18-AS1	6q14.3
TBX19	1q24.2
TBX20	7p14.2
TBX21	17q21.32
TBX22	Xq21.1
TBX23P	1q25
TBXA1R	reserved
TBXA2R	19p13.3
TBXAS1	7q34
TBXT	6q27
TC2N	14q32.12
TCAF1	7q35
TCAF1P1	7q35
TCAF2	7q35
TCAF2C	7q35
TCAF2P1	7q35
TCAIM	3p21.31
TCAM1P	17q23.3
TCAP	17q12
TCD	
TCEA1	8q11.23
TCEA1P1	9q22.33
TCEA1P2	3p22
TCEA1P3	9p13.1
TCEA1P4	9p21.1
TCEA2	20q13.33
TCEA3	1p36.12
TCEAL1	Xq22.2
TCEAL2	Xq22.1
TCEAL3	Xq22.2
TCEAL3-AS1	Xq22.2
TCEAL4	Xq22.2
TCEAL4P1	13q13.3
TCEAL5	Xq22.1
TCEAL6	Xq22.1
TCEAL7	Xq22.2
TCEAL8	Xq22.1
TCEAL8P1	3p14.1
TCEAL9	Xq22.2
TCEANC	Xp22.2
TCEANC2	1p32.3
TCEB1P1	7q11.21
TCEB1P25	Yq12
TCERG1	5q32
TCERG1L	10q26.3
TCERG1L-AS1	10q26.3
TCERG1P1	Xq23
TCERG1P2	16p12.3
TCF3	19p13.3
TCF3P1	9p24.1
TCF4	18q21.2
TCF4-AS1	18q21.2
TCF4-AS2	18q21.2
TCF6	
TCF6L2	
TCF7	5q31.1
TCF7L1	2p11.2
TCF7L1-IT1	2p11.2
TCF7L2	10q25.2-q25.3
TCF9	
TCF11	
TCF12	15q21.3
TCF13	
TCF13L1	
TCF14	
TCF15	20p13
TCF19	6p21.33
TCF20	22q13.2
TCF21	6q23.2
TCF23	2p23.3
TCF24	8q13.1
TCF25	16q24.3
TCFL5	20q13.33
TCHH	1q21.3
TCHHL1	1q21.3
TCHP	12q24.11
TCIM	8p11.21
TCIRG1	11q13.2
TCL1A	14q32.13
TCL1B	14q32.13
TCL4	2q34
TCL5	
TCL6	14q32.13
TCN1	11q12.1
TCN2	22q12.2
TCOF1	5q32-q33.1
TCP1	6q25.3
TCP1P1	7p14.1
TCP1P2	5p13.1
TCP1P3	12p12.2
TCP10L	21q22.11
TCP10L2	6q27
TCP10L3	6q27
TCP11	6p21.31
TCP11L1	11p13
TCP11L2	12q23.3
TCP11X1	Xq22.1
TCP11X2	Xq22.1
TCP11X3P	Xq22.1
TCRA	
TCRAV5S1	
TCRB	
TCRBV2O	
TCRBV4O	
TCRBV10O	
TCRBV11O	
TCRBV15O	
TCRBVO@	
TCRD	
TCRG	
TCRGC1	
TCRGC2	
TCRGJ1	
TCRGJ2	
TCRGJP	7p15
TCRGJP1	
TCRGJP2	
TCRGV1	
TCRGV2	
TCRGV3	
TCRGV4	
TCRGV5	
TCRGV5P	
TCRGV6	
TCRGV7	
TCRGV8	
TCRGV9	
TCRGV10	
TCRGV11	
TCRGVB	
TCTA	3p21.31
TCTE1	6p21.1
TCTE3	6q27
TCTE5	
TCTEX1D1	1p31.3
TCTEX1D2	3q29
TCTEX1D4	1p34.1
TCTN1	12q24.11
TCTN2	12q24.31
TCTN3	10q24.1
TDD	X
TDG	12q23.3
TDGF1	3p21.31
TDGF1P1	Xp11.4
TDGF1P2	2q36.3
TDGF1P3	Xq23
TDGF1P4	6p25.2
TDGF1P5	8q11.23
TDGF1P6	3q22.3
TDGF1P7	19q13.2
TDGP1	12p12.1
TDH	8p23.1
TDO2	4q32.1
TDO2L1	1p35-p33
TDP1	14q32.11
TDP2	6p22.3
TDPX1	
TDRD1	10q25.3
TDRD3	13q21.2
TDRD4	reserved
TDRD5	1q25.2
TDRD6	6p12.3
TDRD7	9q22.33
TDRD9	14q32.33
TDRD10	1q21.3
TDRD12	19q13.11
TDRD15	2p24.1
TDRG1	6p21.2
TDRKH	1q21.3
TDRKH-AS1	1q21.3
TDRP	8p23.3
TEAD1	11p15.3
TEAD2	19q13.33
TEAD3	6p21.31
TEAD4	12p13.33
TEAD5	
TEC	4p12-p11
TECPR1	7q21.3
TECPR2	14q32.33
TECR	19p13.12
TECRL	4q13.1
TECRP1	4q21.3
TECRP2	4q28.1
TECTA	11q23.3
TECTB	10q25.2
TEDC1	14q32.33
TEDC2	16p13.3
TEDDM1	1q25.3
TEDDM2P	1q25.3
TEF	22q13.2
TEFM	17q11.2
TEK	9p21.2
TEKT1	17p13.1
TEKT2	1p34.3
TEKT3	17p12
TEKT4	2q11.1
TEKT4P1	Yq11.1
TEKT4P2	21p11.2
TEKT4P3	2q21.1
TEKT5	16p13.13
TELAB1	5q14
TELO2	16p13.3
TEMN3-AS1	4q34.3
TEN1	17q25.1
TEN1-CDK3	17q25.1
TENM1	Xq25
TENM2	5q34
TENM3	4q34.3-q35.1
TENM3-AS1	4q34.3
TENM4	11q14.1
TENT2	5q14.1
TENT4A	5p15.31
TENT4B	16q12.1
TENT5A	6q14.1
TENT5B	1p36.11
TENT5C	1p12
TENT5D	Xq21.1
TEP1	14q11.2
TEPP	16q21
TEPSIN	17q25.3
TERB1	16q22.1
TERB2	15q21.1
TERC	3q26.2
TERF1	8q21.11
TERF1P1	21q11.2
TERF1P2	18p11
TERF1P3	4q28.3
TERF1P4	Xq21.1
TERF1P5	13q11
TERF1P6	2q32.2
TERF1P7	Xq13.3
TERF1P8	21p12
TERF2	16q22.1
TERF2IP	16q23.1
TERF2IPP1	22q11.2
TERT	5p15.33
TES	7q31.2
TESC	12q24.22
TESC-AS1	12q24.22
TESK1	9p13.3
TESK2	1p34.1
TESMIN	11q13.3
TESPA1	12q13.2
TET1	10q21.3
TET1P1	13q31.2
TET2	4q24
TET2-AS1	4q24
TET3	2p13.1
TEX2	17q23.3
TEX4	17
TEX9	15q21.3
TEX10	9q31.1
TEX11	Xp11
TEX12	11q23.1
TEX13A	Xq22.3
TEX13B	Xq22.3
TEX13C	Xq25
TEX13D	Xq25
TEX14	17q22
TEX15	8p12
TEX16P	Xq21.1
TEX19	17q25.3
TEX21P	14q23.3
TEX22	14q32.33
TEX26	13q12.3
TEX26-AS1	13q12.3
TEX28	Xq28
TEX28P1	Xq28
TEX28P2	Xq28
TEX29	13q34
TEX30	13q33.1
TEX33	22q12.3
TEX35	1q25.2
TEX36	10q26.13
TEX36-AS1	10q26.13
TEX37	2p11.2
TEX38	1p33
TEX41	2q22.3
TEX43	5q23.2
TEX44	2q37.1
TEX45	19p13.2
TEX46	1p36.12
TEX47	7q21.13
TEX48	9q32
TEX49	12q13.12
TEX50	1q25.1
TEX51	2q14.3
TEX52	12p13.33
TEX53	9q32
TEX54	11q12.3
TEX55	3q13.32
TEX101	19q13.31
TEX101P1	Xq22.1
TEX261	2p13.3
TEX264	3p21.2
TF	3q22.1
TFAM	10q21.1
TFAMP1	7p22.3
TFAMP2	11q22.3
TFAP2A	6p24.3
TFAP2A-AS1	6p24.3
TFAP2A-AS2	6p24.3
TFAP2B	6p12.3
TFAP2C	20q13.31
TFAP2D	6p12.3
TFAP2E	1p34.3
TFAP2E-AS1	1p34.3
TFAP4	16p13.3
TFB1M	6q25.3
TFB2M	1q44
TFCOUP1	
TFCOUP2	
TFCP2	12q13.12-q13.13
TFCP2L1	2q14.2
TFDP1	13q34
TFDP1P1	1q32.3
TFDP1P2	Xp21.1
TFDP1P3	15q25.1
TFDP2	3q23
TFDP3	Xq26.2
TFE3	Xp11.23
TFEB	6p21.1
TFEC	7q31.2
TFF1	21q22.3
TFF2	21q22.3
TFF3	21q22.3
TFG	3q12.2
TFGP1	6p21.2
TFIP11	22q12.1
TFNR	reserved
TFPI	2q32.1
TFPI2	7q21.3
TFPI2-DT	7q21.3
TFPT	19q13.42
TFR2	7q22.1
TFRC	3q29
TG	8q24.22
TGCT1	Xq27
TGDS	13q32.1
TGFA	2p13.3
TGFA-IT1	2p13.3
TGFB1	19q13.2
TGFB1I1	16p11.2
TGFB2	1q41
TGFB2-AS1	1q41
TGFB2-OT1	1q41
TGFB3	14q24.3
TGFB3-AS1	14q24.3
TGFB4	
TGFBI	5q31.1
TGFBR1	9q22.33
TGFBR2	3p24.1
TGFBR3	1p22.1
TGFBR3L	19p13.2
TGFBRAP1	2q12.1-q12.2
TGFBRE	18q
TGIF1	18p11.31
TGIF1P1	19q13.32
TGIF2	20q11.23
TGIF2-RAB5IF	20q11.23
TGIF2LX	Xq21.31
TGIF2LY	Yp11.2
TGIF2P1	1q44
TGIF2P2	15q21.1
TGIF2P3	15q21.1
TGIF2P4	14q24.2
TGM1	14q12
TGM2	20q11.23
TGM3	20p13
TGM4	3p21.31
TGM5	15q15.2
TGM6	20p13
TGM7	15q15.2
TGOLN2	2p11.2
TGS1	8q12.1
TH	11p15.5
TH2LCRR	5q31.1
THA1P	17q25.3
THADA	2p21
THAP1	8p11.21
THAP2	12q21.1
THAP3	1p36.31
THAP4	2q37.3
THAP5	7q31.1
THAP5P1	7q36.3
THAP5P2	3p25.1
THAP6	4q21.1
THAP7	22q11.21
THAP7-AS1	22q11.21
THAP8	19q13.12
THAP9	4q21.22
THAP9-AS1	4q21.22
THAP10	15q23
THAP11	16q22.1
THAP12	11q13.5
THAP12P1	Xq13.2
THAP12P2	3p12.1
THAP12P3	10q21.1
THAP12P4	11p14.3
THAP12P5	6p24.2
THAP12P6	13q12.13
THAP12P7	8q21.13
THAP12P8	1q43
THAP12P9	4p12
THAP12P10	13q14.2
THAS	X
THBD	20p11.21
THBS1	15q14
THBS2	6q27
THBS3	1q22
THBS3-AS1	1q22
THBS4	5q14.1
THBS4-AS1	5q14.1
THC	Xp21-p11
THC2	10p12-p11.1
THEG	19p13.3
THEGL	4q12
THEM4	1q21.3
THEM4P1	12p12.1
THEM5	1q21.3
THEM6	8q24.3
THEM7P	11p13
THEMIS	6q22.33
THEMIS2	1p35.3
THEMIS3P	18p11.22
THG1L	5q33.3
THM	reserved
THNSL1	10p12.1
THNSL2	2p11.2
THOC1	18p11.32
THOC2	Xq25
THOC3	5q35.2
THOC3-AS1	5q35.2
THOC5	22q12.2
THOC6	16p13.3
THOC7	3p14.1
THOC7-AS1	3p14.1
THOP1	19p13.3
THOP2	
THORLNC	2q14.2
THPO	3q27.1
THRA	17q21.1
THRA2	
THRAL	
THRAP3	1p34.3
THRAP3P1	3p23
THRAP3P2	15q26.1
THRAP3P3	7p21.3
THRB	3p24.2
THRB-AS1	3p24.2
THRB-AS2	3p24.2
THRB-IT1	3p24.2
THRIL	12q24.31
THRSP	11q14.1
THSD1	13q14.3
THSD1P1	13q14.3
THSD4	15q23
THSD4-AS1	15q23
THSD4-AS2	15q23
THSD7A	7p21.3
THSD7B	2q22.1
THSD8	19p13.13
THTPA	14q11.2
THUMPD1	16p12.3
THUMPD1P1	21q21.3
THUMPD2	2p22.1
THUMPD3	3p25.3
THUMPD3-AS1	3p25.3
THUMPD3P1	7p14.1
THY1	11q23.3
THY1-AS1	
THYN1	11q25
TIA1	2p13.3
TIAF1	17q11.2
TIAL1	10q26.11
TIAM1	21q22.11
TIAM2	6q25.2-q25.3
TIC1	
TICAM1	19p13.3
TICAM2	5q22.3
TICRR	15q26.1
TIE1	1p34.2
TIFA	4q25
TIFAB	5q31.1
TIGAR	12p13.32
TIGD1	2q37.1
TIGD2	4q22.1
TIGD3	11q13.1
TIGD4	4q31.3
TIGD5	8q24.3
TIGD6	5q32
TIGD7	16p13.3
TIGIT	3q13.31
TIGM1	reserved
TIMD4	5q33.3
TIMELESS	12q13.3
TIMM8A	Xq22.1
TIMM8AP1	2q24.2
TIMM8B	11q23.1
TIMM8BP1	13q12.3
TIMM8BP2	Xq26.2
TIMM9	14q23.1
TIMM9P1	10q22.2
TIMM9P2	21q22.2
TIMM9P3	13q14.13
TIMM10	11q12.1
TIMM10B	11p15.4
TIMM13	19p13.3
TIMM13A	
TIMM17A	1q32.1
TIMM17B	Xp11.23
TIMM17BP1	12p12.3
TIMM21	18q22.3
TIMM22	17p13
TIMM23	10q11.22
TIMM23B	10q11.23
TIMM23B-AGAP6	10q11.23
TIMM29	19p13.2
TIMM44	19p13.2
TIMM50	19q13.2
TIMMDC1	3q13.33
TIMP1	Xp11.3
TIMP2	17q25.3
TIMP3	22q12.3
TIMP4	3p25.2
TINAG	6p12.1
TINAG-AS1	6p12.1
TINAGL1	1p35.2
TINCR	19p13.3
TINF2	14q12
TIPARP	3q25.31
TIPARP-AS1	3q25.31
TIPIN	15q22.31
TIPINP1	Xp11.22
TIPRL	1q24.2
TIRAP	11q24.2
TITF2	
TJAP1	6p21.1
TJAP1P1	Xq25
TJP1	15q13.1
TJP1P1	16p13.3
TJP2	9q21.11
TJP3	19p13.3
TK1	17q25.3
TK2	16q21
TKC	
TKCR	Xq28-qter
TKFC	11q12.2
TKT	3p21.1
TKTL1	Xq28
TKTL2	4q32.2
TLCD1	17q11.2
TLCD2	17p13.3
TLCD3A	17p13.3
TLCD3B	16p11.2
TLCD4	1p21.3
TLCD4-RWDD3	1p21.3
TLCD5	11q23.3
TLCN	
TLDC2	20q11.23
TLE1	9q21.32
TLE1P1	Xq12
TLE2	19p13.3
TLE3	15q23
TLE4	9q21.31
TLE5	19p13.3
TLE6	19p13.3
TLE7	16q22.2
TLK1	2q31.1
TLK1P1	9q33.2
TLK2	17q23.2
TLK2P1	17q12
TLK2P2	10p11.21
TLL1	4q32.3
TLL2	10q24.1
TLN1	9p13.3
TLN2	15q22.2
TLNRD1	15q25.1
TLR1	4p14
TLR2	4q31.3
TLR3	4q35.1
TLR4	9q33.1
TLR5	1q41
TLR6	4p14
TLR7	Xp22.2
TLR8	Xp22.2
TLR8-AS1	Xp22.2
TLR9	3p21.2
TLR10	4p14
TLR12P	1p35.1
TLX	
TLX1	10q24.31
TLX1NB	10q24.31
TLX2	2p13.1
TLX3	5q35.1
TM2D1	1p31.3
TM2D2	8p11.22
TM2D3	15q26.3
TM4SF1	3q25.1
TM4SF1-AS1	3q25.1
TM4SF4	3q25.1
TM4SF5	17p13.2
TM4SF18	3q25.1
TM4SF19	3q29
TM4SF19-AS1	3q29
TM4SF19-TCTEX1D2	3q29
TM4SF20	2q36.3
TM6SF1	15q25.2
TM6SF2	19p13.11
TM7SF2	11q13.1
TM7SF3	12p11.23
TM9SF1	14q12
TM9SF2	13q32.3
TM9SF3	10q24.1
TM9SF4	20q11.21
TMA7	3p21.31
TMA16	4q32.2
TMA16P1	11q12.1
TMA16P2	1p34.1
TMBIM1	2q35
TMBIM4	12q14.3
TMBIM6	12q13.12
TMBIM7P	7q21.2
TMC1	9q21.13
TMC2	20p13
TMC3	15q25.1
TMC3-AS1	15q25.1
TMC4	19q13.42
TMC5	16p12.3
TMC6	17q25.3
TMC7	16p12.3
TMC8	17q25.3
TMCC1	3q22.1
TMCC1-AS1	3q22.1
TMCC1P1	8q23.1
TMCC2	1q32.1
TMCC2-AS1	1q32.1
TMCC3	12q22
TMCO1	1q24.1
TMCO1-AS1	1q24.1
TMCO2	1p34.2
TMCO3	13q34
TMCO4	1p36.13
TMCO5A	15q14
TMCO5B	15q13.3
TMCO6	5q31.3
TMDD1	12q13.13
TMED1	19p13.2
TMED2	12q24.31
TMED2-DT	12q24.31
TMED3	15q25.1
TMED4	7p13
TMED5	1p22.1
TMED6	16q22.1
TMED7	5q22.3
TMED7-TICAM2	5q22.3
TMED8	14q24.3
TMED9	5q35.3
TMED10	14q24.3
TMED10P1	8q24.3
TMED10P2	3q21.3
TMED11P	4p16.3
TMEFF1	9q31.1
TMEFF2	2q32.3
TMEM6	16p13.3
TMEM8B	9p13.3
TMEM9	1q32.1
TMEM9B	11p15.4
TMEM9B-AS1	11p15.4
TMEM11	17p11.2
TMEM13	6p12.3
TMEM14A	6p12.2
TMEM14B	6p24.2
TMEM14C	6p24.2
TMEM14DP	10q21.3
TMEM14EP	3q25.2
TMEM17	2p15
TMEM18	2p25.3
TMEM18-DT	2p25.3
TMEM19	12q21.1
TMEM25	11q23.3
TMEM26	10q21.2
TMEM26-AS1	10q21.2
TMEM30A	6q14.1
TMEM30A-DT	6q14.1
TMEM30B	14q23.1
TMEM30BP1	Xq24
TMEM30CP	3q12.1
TMEM31	Xq22.2
TMEM33	4p13
TMEM35A	Xq22.1
TMEM35B	1p34.3
TMEM37	2q14.2
TMEM38A	19p13.11
TMEM38B	9q31.2
TMEM39A	3q13.33
TMEM39B	1p35.2
TMEM40	3p25.2
TMEM41A	3q27.2
TMEM41B	11p15.4
TMEM42	3p21.31
TMEM43	3p25.1
TMEM44	3q29
TMEM44-AS1	3q29
TMEM45A	3q12.2
TMEM45B	11q24.3
TMEM47	Xp21.1
TMEM50A	1p36.11
TMEM50B	21q22.11
TMEM51	1p36.21
TMEM51-AS1	1p36.21
TMEM52	1p36.33
TMEM52B	12p13.2
TMEM53	1p34.1
TMEM54	1p35.1
TMEM59	1p32.3
TMEM59L	19p13.11
TMEM60	7q11.23
TMEM61	1p32.3
TMEM62	15q15.2
TMEM63A	1q42.12
TMEM63B	6p21.1
TMEM63C	14q24.3
TMEM64	8q21.3
TMEM65	8q24.13
TMEM67	8q22.1
TMEM68	8q12.1
TMEM69	1p34.1
TMEM70	8q21.11
TMEM71	8q24.22
TMEM72	10q11.21
TMEM72-AS1	10q11.21
TMEM74	8q23.1
TMEM74B	20p13
TMEM75	8q24.21
TMEM78	1q42.13
TMEM79	1q22
TMEM80	11p15.5
TMEM81	1q32.1
TMEM82	1p36.21
TMEM86A	11p15.1
TMEM86B	19q13.42
TMEM87A	15q15.1
TMEM87B	2q13
TMEM88	17p13.1
TMEM88B	1p36.33
TMEM89	3p21.31
TMEM91	19q13.2
TMEM92	17q21.33
TMEM92-AS1	17q21.33
TMEM94	17q25.1
TMEM95	17p13.1
TMEM97	17q11.2
TMEM97P1	21q22.3
TMEM97P2	8p21.3
TMEM98	17q11.2
TMEM99	17q21.2
TMEM100	17q22
TMEM101	17q21.31
TMEM102	17p13.1
TMEM104	17q25.1
TMEM105	17q25.3
TMEM106A	17q21.31
TMEM106B	7p21.3
TMEM106C	12q13.11
TMEM107	17p13.1
TMEM108	3q22.1
TMEM108-AS1	3q22.1
TMEM109	11q12.2
TMEM114	16p13.2
TMEM115	3p21.31
TMEM116	12q24.13
TMEM117	12q12
TMEM119	12q23.3
TMEM120A	7q11.23
TMEM120B	12q24.31
TMEM121	14q32.33
TMEM121B	22q11.1
TMEM123	11q22.2
TMEM125	1p34.2
TMEM126A	11q14.1
TMEM126B	11q14.1
TMEM127	2q11.2
TMEM128	4p16.3
TMEM129	4p16.3
TMEM130	7q22.1
TMEM131	2q11.2
TMEM131L	4q31.3
TMEM132A	11q12.2
TMEM132B	12q24.31
TMEM132C	12q24.32
TMEM132D	12q24.33
TMEM132D-AS1	12q24.33
TMEM132D-AS2	12q24.33
TMEM132E	17q12
TMEM133	11q22.1
TMEM134	11q13.2
TMEM135	11q14.2
TMEM137	11q13.1
TMEM138	11q12.2
TMEM139	7q34
TMEM139-AS1	7q34
TMEM140	7q33
TMEM141	9q34.3
TMEM143	19q13.32
TMEM144	4q32.1
TMEM145	19q13.2
TMEM147	19q13.12
TMEM147-AS1	19q13.12
TMEM150A	2p11.2
TMEM150B	19q13.42
TMEM150C	4q21.22
TMEM151A	11q13.2
TMEM151B	6p21.1
TMEM154	4q31.3
TMEM155	4q27
TMEM156	4p14
TMEM158	3p21.31
TMEM159	16p12.3
TMEM160	19q13.32
TMEM161A	19p13.11
TMEM161B	5q14.3
TMEM161B-AS1	5q14.3
TMEM161BP1	10p11.21
TMEM163	2q21.3
TMEM164	Xq23
TMEM165	4q12
TMEM167A	5q14.2
TMEM167AP1	Yq11.223
TMEM167B	1p13.3
TMEM167B-DT	1p13.3
TMEM168	7q31.1
TMEM169	2q35
TMEM170A	16q23.1
TMEM170B	6p24.2
TMEM171	5q13.2
TMEM174	5q13.2
TMEM175	4p16.3
TMEM176A	7q36.1
TMEM176B	7q36.1
